sugar to flour ratio,sugar index,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,butter melted or cubed
0.21,5.0,17.0,133.0,0.9937299999999999,8.02,0.53,9.4,7,12.2,1.72,1,0,0,0,0
0.28,1.1,38.0,100.0,0.9904,8.22,0.69,11.2,8,13.2,1.86,0,0,1,1,0
0.26,13.2,54.0,201.0,0.9976,8.25,0.46,9.0,7,12.4,1.8,1,0,0,0,0
0.0,1.6,4.0,8.0,0.9939600000000001,8.33,0.37,10.4,4,13.2,1.02,0,1,1,1,1
0.3,8.7,47.0,127.0,0.9936799999999999,8.18,0.39,10.6,7,12.0,1.49,0,0,1,0,0
0.47,1.4,50.0,187.0,0.9927,8.19,0.45,9.5,7,12.2,1.93,1,0,0,0,0
0.49,1.3,35.0,148.0,0.9932,8.45,0.57,10.7,9,13.8,1.64,0,0,1,0,0
0.3,12.8,48.5,212.0,0.9986,8.14,0.49,9.1,9,14.8,1.97,0,0,1,1,0
0.39,1.9,41.0,98.0,0.99,8.19,0.43,11.9,9,13.0,1.88,0,0,1,0,0
0.03,1.5,6.0,13.0,0.99498,8.66,0.62,10.1,4,11.2,1.88,0,1,1,1,1
0.0,2.4,8.0,19.0,0.9974,8.27,0.73,9.3,5,15.4,1.67,0,1,1,1,1
0.21,6.55,33.0,143.0,0.99244,7.92,0.35,11.1,7,15.0,1.04,1,0,0,0,0
0.39,1.2,26.0,152.0,0.99346,8.5,0.47,10.0,8,13.4,1.99,0,0,1,0,0
0.22,12.3,35.0,146.0,0.9967600000000001,8.1,0.67,9.4,7,13.2,1.75,0,0,1,0,0
0.49,4.6,10.0,17.0,1.0002,8.07,0.56,11.7,6,21.8,1.28,1,1,0,0,1
0.0,1.4,27.0,33.0,0.9922,8.45,0.48,12.3,6,12.6,1.92,0,1,1,0,1
0.43,1.6,31.0,128.0,0.9916,8.1,0.5,12.3,8,16.4,1.05,0,0,1,0,0
0.41,1.7,29.0,140.0,0.991,8.02,0.78,12.5,8,15.6,1.84,0,0,1,1,0
0.42,9.1,31.0,150.0,0.9953,8.12,0.74,9.9,9,13.4,1.96,0,0,1,0,0
0.24,2.4,27.0,132.0,0.99234,8.63,0.73,11.3,7,11.8,1.69,0,0,1,0,0
0.15,1.2,61.0,183.0,0.9936,8.09,0.43,9.2,7,14.2,1.55,1,0,0,0,0
0.49,7.0,29.0,149.0,0.9952,8.21,0.33,10.0,7,15.6,1.43,0,1,1,0,0
0.49,1.7,44.0,109.0,0.9906,8.07,0.46,12.5,8,15.0,1.99,1,0,0,0,0
0.22,1.8,43.0,60.0,0.9949899999999999,8.1,0.42,9.2,5,15.0,1.06,1,1,0,0,1
0.0,1.8,21.0,28.0,0.9935200000000001,8.44,0.55,12.3,6,13.2,1.43,1,1,0,0,1
0.74,11.9,54.0,168.0,0.9978,8.58,0.68,10.1,7,12.8,1.97,0,0,1,1,0
0.2,1.1,48.0,166.0,0.9944,8.3,0.54,8.7,6,10.6,1.38,1,0,0,0,0
0.25,4.2,15.0,91.0,0.98988,8.26,0.52,13.1,8,12.8,1.76,0,1,1,0,0
0.37,5.85,27.0,93.0,0.992,8.16,0.54,12.6,9,15.8,1.83,0,1,1,0,0
0.1,2.4,16.0,33.0,0.99736,8.58,0.69,10.8,7,14.8,1.99,0,1,1,1,1
0.33,1.6,13.0,59.0,0.98975,8.3,0.84,11.9,10,10.4,1.72,0,0,1,1,0
0.38,1.7,17.0,98.0,0.9914200000000001,8.29,0.39,10.5,8,11.0,1.34,1,0,0,0,0
0.24,2.1,1.0,28.0,0.9990000000000001,8.41,0.87,10.3,6,18.2,1.05,0,0,1,0,1
0.24,0.9,15.0,72.0,0.99066,8.23,0.39,11.0,7,13.2,1.07,1,0,0,0,0
0.14,4.8,27.0,128.0,0.99475,8.21,0.48,9.4,7,12.4,1.56,1,0,0,0,0
0.35,2.1,17.0,38.0,0.9962200000000001,8.23,0.66,11.1,6,19.2,1.41,0,1,1,0,1
0.27,0.9,52.0,103.0,0.99026,8.5,0.39,11.2,7,11.0,1.28,0,0,1,1,0
0.38,14.3,55.0,194.0,0.9979,8.09,0.44,9.0,8,14.4,1.18,0,0,1,0,0
0.49,1.5,42.0,120.0,0.9928,8.26,0.4,10.6,9,16.0,1.31,0,0,1,1,0
0.34,2.7,49.0,151.0,0.99,8.16,0.39,12.7,9,14.4,1.54,0,0,1,0,0
0.0,2.9,26.0,52.0,0.99379,8.51,0.6,11.5,6,12.6,1.34,0,1,0,1,1
0.44,6.7,61.0,230.0,0.99505,8.12,0.4,8.9,7,12.2,1.69,0,0,1,0,0
0.15,1.8,10.0,52.0,0.9968,8.23,0.77,9.5,5,16.6,1.74,0,1,0,1,1
0.49,9.4,47.0,188.0,0.9964,8.14,0.48,10.0,7,16.0,1.19,1,0,0,0,0
0.02,2.2,31.0,92.0,0.99566,8.32,0.68,11.1,6,14.6,1.46,0,1,1,1,1
0.21,1.0,39.0,148.0,0.9927,8.12,0.45,9.4,8,13.8,1.85,1,0,0,0,0
0.45,8.0,52.0,196.0,0.9959,8.23,0.48,9.1,8,13.0,1.94,0,0,1,0,0
0.29,1.2,33.0,127.0,0.991,8.34,0.5,11.0,9,11.2,1.06,0,0,1,0,0
0.51,14.8,62.0,204.0,0.9982,8.06,0.6,9.5,7,15.0,1.44,1,0,0,0,0
0.37,9.7,36.0,130.0,0.9979,8.48,0.75,9.9,8,14.6,1.01,0,0,1,0,0
0.49,1.9,6.0,25.0,0.9975,8.27,0.61,9.4,6,18.0,1.37,1,1,0,0,1
0.36,2.3,43.0,125.0,0.99229,8.07,0.67,10.1,9,13.4,2.0,0,0,1,1,0
0.3,13.0,69.0,160.0,0.99705,8.16,0.5,9.6,8,13.6,1.33,0,0,1,0,0
0.4,14.55,47.0,156.0,0.99945,8.34,0.78,9.1,8,14.2,1.08,0,0,1,1,0
0.29,1.1,23.0,56.0,0.9904,8.19,0.38,11.3,7,11.8,1.51,1,0,0,0,0
0.52,1.7,41.0,193.0,0.99223,8.25,0.59,10.4,8,13.0,1.02,0,0,1,0,0
0.49,7.7,16.0,169.0,0.9957,8.11,0.37,8.7,8,13.0,1.54,0,1,1,0,0
0.32,9.0,20.0,109.0,0.9926200000000001,8.34,0.35,12.6,8,13.4,1.86,0,0,1,0,0
0.4,2.2,3.0,6.0,0.9951200000000001,8.27,0.67,11.9,6,17.2,1.6,1,0,0,0,1
0.42,17.2,57.0,170.0,0.99884,8.26,0.57,9.4,8,12.6,1.19,1,0,0,0,0
0.32,1.7,23.0,128.0,0.9929,8.17,0.66,10.9,7,14.8,1.45,1,0,0,0,0
0.33,5.2,30.0,137.0,0.9930399999999999,8.26,0.58,11.1,7,12.8,1.42,1,0,0,0,0
0.32,2.1,31.0,54.0,0.9972799999999999,8.3,0.65,10.0,7,14.6,1.3,0,1,1,0,1
0.44,8.2,52.0,183.0,0.99584,8.2,0.51,9.4,7,13.6,1.61,0,0,1,0,0
0.32,3.5,29.0,113.0,0.9912,8.4,0.71,12.3,9,12.0,1.93,0,0,1,0,0
0.44,8.3,28.0,142.0,0.9958,8.12,0.43,10.2,8,15.2,1.1,1,0,0,0,0
0.09,1.5,19.0,117.0,0.9949600000000001,8.22,0.53,9.8,7,14.8,1.44,1,1,0,0,0
0.28,6.3,45.0,152.0,0.9921,8.29,0.46,11.6,9,12.6,1.72,1,0,0,0,0
0.25,1.6,34.0,132.0,0.9914,8.16,0.48,11.4,7,13.8,1.62,0,0,1,1,0
0.22,3.3,41.0,161.0,0.99256,8.16,0.5,10.5,8,12.6,1.37,0,0,1,0,0
0.33,6.7,45.0,138.0,0.9939,8.2,0.68,11.4,8,15.0,1.37,0,0,1,0,0
0.04,1.5,5.0,10.0,0.99525,8.42,0.6,9.5,5,13.6,1.65,0,1,1,1,1
0.4,7.1,50.0,110.0,0.9954,8.06,0.52,9.9,8,15.0,1.23,0,0,1,1,0
0.31,5.3,8.0,79.0,0.9923,8.3,0.39,10.5,8,11.2,1.03,0,0,1,1,0
0.41,10.8,55.0,149.0,0.9937,8.09,0.59,11.0,9,12.0,1.55,0,0,1,0,0
0.24,16.05,31.0,147.0,0.9982200000000001,8.08,0.52,9.2,7,13.2,1.41,1,0,0,0,0
0.52,2.3,14.0,23.0,0.9976,8.35,0.61,11.3,6,18.4,1.04,0,1,1,0,1
0.27,13.9,45.0,155.0,0.9980700000000001,7.94,0.41,8.8,10,14.6,1.86,0,0,1,1,0
0.34,1.4,27.0,107.0,0.99,8.06,0.39,11.9,8,14.0,1.9,0,0,1,0,0
0.28,7.25,14.0,78.0,0.9923799999999999,7.94,0.37,11.5,9,14.8,1.9,0,0,1,0,0
0.18,1.3,9.0,62.0,0.9940000000000001,8.38,0.47,10.1,6,14.0,1.39,0,0,1,0,0
0.13,2.0,15.0,36.0,0.9973,8.61,0.64,9.8,5,13.4,1.47,1,1,0,0,1
0.12,1.7,19.0,27.0,0.9959600000000001,8.16,0.49,9.4,5,15.4,1.48,1,0,0,0,1
0.36,2.2,36.0,134.0,0.9898,8.28,0.36,12.5,9,13.0,1.69,0,0,1,0,0
0.68,11.0,37.0,133.0,0.9978,7.99,0.38,8.8,7,15.0,1.3,0,0,1,0,0
0.27,1.2,34.0,175.0,0.9934,8.37,0.54,9.4,8,12.6,1.6,1,0,0,0,0
0.26,6.5,32.0,160.0,0.9944,8.14,0.47,10.7,7,15.2,1.39,0,0,1,0,0
0.12,2.0,12.0,80.0,0.9958,8.38,0.52,10.1,5,13.4,1.89,0,1,0,1,1
0.3,6.7,37.0,125.0,0.99436,8.2,0.39,9.9,7,14.0,1.26,0,0,1,0,0
0.3,8.3,37.0,113.0,0.99139,7.99,0.38,12.3,10,13.8,1.25,0,0,1,0,0
0.29,4.4,26.0,146.0,0.9939,8.16,0.39,10.2,7,15.2,1.49,0,0,1,0,0
0.3,2.0,43.0,188.0,0.9911,8.3,0.41,12.0,8,14.4,1.7,0,0,1,0,0
0.4,5.5,34.0,161.0,0.9935,8.05,0.62,11.5,6,14.8,1.77,0,0,1,1,0
0.3,5.2,38.0,113.0,0.9935200000000001,8.33,0.44,10.1,9,13.4,1.37,0,0,1,1,0
0.24,9.9,25.0,115.0,0.99567,8.15,0.46,10.9,7,15.0,1.81,0,0,1,0,0
0.21,5.0,17.0,133.0,0.9937299999999999,8.02,0.53,9.4,7,12.2,1.9,1,0,0,0,0
0.3,2.25,8.0,210.0,0.9937,8.2,0.62,9.9,8,12.8,1.32,1,0,0,0,0
0.27,10.1,38.0,187.0,0.9948600000000001,8.31,0.56,10.6,7,12.4,1.6,1,0,0,0,0
0.42,7.35,51.0,175.0,0.9928,8.04,0.32,11.4,8,14.6,1.36,1,0,0,0,0
0.24,2.2,19.0,58.0,0.9991,8.18,0.56,10.1,6,20.0,1.32,1,1,0,0,1
0.09,1.7,18.0,30.0,0.9940200000000001,8.45,0.54,11.2,6,12.2,1.69,0,1,1,0,1
0.31,2.8,4.0,15.0,0.9969299999999999,8.22,0.55,10.3,6,15.2,1.36,0,1,1,0,1
0.02,1.7,17.0,31.0,0.9958899999999999,8.37,0.51,10.4,6,15.2,1.85,1,1,0,0,1
0.2,16.7,50.0,184.0,0.99898,8.08,0.56,9.4,7,14.0,1.67,0,1,1,0,0
0.21,1.8,35.0,163.0,0.9924,8.31,0.5,10.3,8,12.6,1.63,0,0,1,1,0
0.14,5.0,48.0,198.0,0.9937,8.3,0.71,10.3,7,11.2,1.93,1,0,0,0,0
0.26,5.1,16.0,119.0,0.99416,8.15,0.41,9.2,7,12.0,1.89,1,0,0,0,0
0.24,6.8,41.0,163.0,0.9949,8.2,0.41,9.9,8,14.6,1.29,0,1,1,0,0
0.29,0.8,20.0,67.0,0.9911200000000001,8.28,0.48,9.9,8,11.2,1.2,0,0,1,1,0
0.32,9.6,24.0,90.0,0.9963,8.35,0.49,9.4,8,12.8,1.97,0,0,1,1,0
0.22,12.8,51.0,150.0,0.99535,8.23,0.43,10.7,8,12.8,1.88,0,0,1,0,0
0.08,4.4,6.0,29.0,0.9974,8.38,0.5,9.0,4,14.8,1.61,1,1,0,0,1
0.3,6.4,40.0,251.0,0.9956,8.29,0.52,10.0,7,13.4,1.67,0,0,1,1,0
0.2,3.4,9.0,116.0,0.9944,8.15,0.41,9.4,7,15.2,1.49,1,0,0,0,0
0.26,12.7,60.0,143.0,0.99526,8.26,0.35,10.8,8,12.6,1.61,0,0,1,0,0
0.0,2.0,9.0,22.0,0.9961899999999999,8.33,0.68,10.9,6,15.8,1.31,0,1,0,1,1
0.26,2.0,16.0,72.0,0.9957,8.15,0.57,9.4,5,14.8,1.81,1,1,0,0,1
0.49,4.9,44.0,118.0,0.9935,8.34,0.38,9.5,9,11.6,1.82,0,0,1,1,0
0.37,1.5,37.0,93.0,0.992,8.3,0.45,10.8,8,13.6,1.47,0,0,1,1,0
0.27,8.6,45.0,104.0,0.99454,8.2,0.37,9.9,8,13.6,1.63,0,0,1,1,0
0.31,18.3,40.0,142.0,1.0,8.3,0.41,8.7,7,13.6,1.23,0,0,1,0,0
0.11,1.9,16.0,63.0,0.9965,8.19,0.82,9.6,5,16.8,1.24,0,1,0,1,1
0.15,10.8,26.0,120.0,0.9949399999999999,8.25,0.49,10.0,8,11.6,1.52,1,0,0,0,0
0.23,4.6,50.5,238.5,0.9958,8.32,0.6,9.5,7,13.6,1.06,1,0,0,0,0
0.36,2.0,24.0,131.0,0.99284,8.3,0.59,10.5,8,13.4,1.96,0,0,1,1,0
0.38,3.4,41.0,143.0,0.9932,7.95,0.39,10.2,8,17.2,1.65,0,0,1,1,0
0.36,2.0,18.0,141.0,0.9927299999999999,8.38,0.53,10.5,8,12.8,1.48,1,0,0,0,0
0.31,2.3,11.0,38.0,0.9969899999999999,8.24,0.56,10.9,5,18.4,1.04,1,1,0,0,1
0.35,1.5,40.0,117.0,0.99111,8.07,0.72,11.1,8,13.6,1.44,0,0,1,1,0
0.27,18.15,41.0,146.0,1.0001,8.3,0.36,8.7,7,13.6,1.42,0,0,1,0,0
0.29,5.8,26.0,74.0,0.9929,8.28,0.53,11.0,8,13.4,1.09,0,0,1,0,0
0.18,11.8,26.0,126.0,0.9975,8.23,0.48,9.1,7,13.8,1.64,0,1,1,0,0
0.05,1.9,8.0,19.0,0.9962,8.34,0.95,10.5,6,16.0,1.3,0,1,0,1,1
0.26,8.6,47.0,206.0,0.9964,8.26,0.36,9.1,7,14.8,1.73,1,0,0,0,0
0.65,10.4,76.0,192.0,0.9976,8.16,0.42,8.7,7,14.4,1.13,0,1,1,0,0
0.32,4.2,37.0,117.0,0.99182,8.24,0.43,11.3,8,12.6,1.55,0,0,1,1,0
0.15,1.8,10.0,52.0,0.9968,8.23,0.77,9.5,5,16.6,1.21,0,1,0,1,1
0.57,10.7,66.0,171.0,0.99464,8.25,0.61,10.4,9,11.2,1.77,0,0,1,0,0
0.36,16.3,43.0,133.0,0.99924,8.26,0.41,8.8,7,13.0,1.91,0,0,1,0,0
0.3,1.2,25.0,93.0,0.9874200000000001,8.31,0.4,13.6,9,10.6,1.13,1,0,0,0,0
0.21,2.7,29.0,65.0,0.9988,8.28,0.58,9.6,5,18.4,1.07,0,1,1,1,1
0.0,1.4,11.0,18.0,0.9919100000000001,8.45,0.56,12.2,6,11.4,1.49,0,1,1,1,1
0.74,1.8,33.0,156.0,0.991,8.29,0.52,10.494757774346976,8,15.6,1.54,1,0,0,0,0
0.38,2.3,28.0,111.0,0.98962,8.16,0.49,12.4,8,12.2,1.32,0,0,1,1,0
0.28,1.9,64.0,106.0,0.98993,8.45,0.6,12.6,10,13.6,1.11,1,0,0,0,0
0.24,2.8,14.0,45.0,0.998,8.19,0.73,10.0,6,18.8,1.32,0,1,1,0,1
0.44,9.3,35.0,137.0,0.9946,8.16,0.36,10.4,8,13.6,1.11,0,0,1,0,0
0.32,1.9,27.0,119.0,0.9919600000000001,8.15,0.49,11.2,8,14.8,1.03,1,0,0,0,0
0.22,2.8,53.0,173.0,0.9930399999999999,8.24,0.45,9.8,7,12.6,1.82,1,0,0,0,0
0.31,2.2,13.0,62.0,0.9966,8.07,0.63,10.5,6,18.8,1.02,0,1,1,0,1
0.46,13.6,38.0,118.0,0.998,8.15,0.5,10.0,8,15.6,1.33,0,0,1,1,0
0.24,1.5,38.0,124.0,0.9898,8.29,0.42,12.4,9,12.2,1.03,1,0,0,0,0
0.37,1.4,8.0,23.0,0.9974,8.26,0.7,9.6,6,16.6,1.18,0,0,1,0,1
0.36,2.0,27.0,139.0,0.99055,8.28,0.48,12.5,11,14.8,1.12,0,0,1,0,0
0.27,1.5,37.0,81.0,0.9892,8.2,0.46,12.2,8,11.8,1.59,0,0,1,0,0
0.27,7.1,8.0,178.0,0.9950200000000001,8.16,0.38,9.4,6,13.4,1.19,1,1,0,0,0
0.24,2.85,35.0,106.0,0.9982,8.1,0.53,9.2,5,17.8,1.35,0,1,1,0,1
0.27,10.8,58.0,116.0,0.99592,8.1,0.5,9.8,8,11.4,1.42,0,0,1,0,0
0.0,2.2,28.0,52.0,0.9937799999999999,8.49,0.52,11.6,5,12.8,1.1,0,1,0,1,1
0.41,2.0,6.0,16.0,0.998,8.28,0.7,9.7,5,18.6,1.7,0,0,1,0,1
0.26,7.4,28.0,160.0,0.9954,8.13,0.46,9.8,8,14.0,1.98,1,0,0,0,0
0.03,1.9,14.0,57.0,0.9969,8.37,0.46,10.3,5,15.2,1.01,0,1,1,1,1
0.29,1.0,27.0,96.0,0.9896,8.38,0.44,12.3,8,12.0,1.25,0,0,1,0,0
0.04,3.0,7.0,27.0,0.9987,8.69,0.91,9.4,6,13.8,1.2,1,1,0,0,1
0.49,2.6,5.0,13.0,0.9976,8.05,0.74,10.5,7,20.4,1.05,0,0,1,0,1
0.22,4.5,30.0,102.0,0.9938,8.24,0.36,9.4,8,11.0,1.15,0,0,1,1,0
0.27,2.8,8.0,44.0,0.99384,8.21,0.56,12.0,6,13.0,1.52,1,0,0,0,1
0.32,14.45,29.0,107.0,0.998,7.96,0.42,9.2,8,14.2,1.43,0,0,1,0,0
0.66,10.8,77.0,194.0,0.9976,8.05,0.46,8.7,7,14.8,1.22,0,1,1,0,0
0.29,15.3,39.0,194.0,0.9982,8.06,0.47,9.6,9,15.4,1.71,0,0,1,0,0
0.41,1.6,24.0,126.0,0.9922799999999999,8.19,0.49,10.8,7,14.4,1.97,0,0,1,1,0
0.38,9.2,66.0,243.0,0.9983299999999999,8.23,0.54,9.1,8,13.2,1.43,0,1,1,0,0
0.4,14.55,47.0,156.0,0.99945,8.34,0.78,9.1,8,14.2,1.07,0,0,1,1,0
0.04,1.9,27.0,90.0,0.9984,8.16,0.7,9.4,5,18.0,1.62,0,1,1,1,1
0.3,8.4,40.0,167.0,0.99756,8.48,0.62,9.7,7,14.4,1.59,1,0,0,0,0
0.6,3.0,10.0,22.0,0.99828,8.39,0.68,10.6,5,16.4,1.13,0,0,1,0,1
0.4,1.4,14.0,55.0,0.9909,8.08,0.68,11.5,9,13.8,1.01,0,0,1,1,0
0.36,2.8,22.0,112.0,0.99,8.19,0.38,12.6,10,14.0,1.19,0,0,1,0,0
0.32,8.3,38.0,126.0,0.9958,8.21,0.34,9.2,7,14.0,1.13,0,0,1,1,0
0.4,2.1,34.0,111.0,0.98924,7.97,0.48,12.2,9,13.4,1.32,1,0,0,0,0
0.0,1.8,27.0,63.0,0.9916,8.68,0.79,14.0,6,10.4,1.92,1,0,0,0,1
0.49,1.8,20.0,112.0,0.9968,8.21,0.71,9.3,5,15.4,1.76,0,1,1,1,1
0.33,6.0,30.0,111.0,0.9936200000000001,8.32,0.58,10.13333333,9,12.0,1.69,0,0,1,1,0
0.29,1.6,24.0,85.0,0.98965,8.41,0.61,12.4,11,13.2,1.07,1,0,0,0,0
0.3,9.9,63.0,192.0,0.9964200000000001,8.12,0.49,10.2,8,14.2,1.23,1,0,0,0,0
0.3,2.6,34.0,90.0,0.9904700000000001,7.88,0.47,11.2,8,14.0,1.03,0,0,1,1,0
0.23,1.9,31.0,69.0,0.9892,7.93,0.36,12.5,8,14.8,1.68,1,0,0,0,0
0.25,9.8,28.0,191.0,0.9971,8.28,0.61,9.2,7,13.8,1.49,1,0,0,0,0
0.4,1.5,17.0,100.0,0.9957,8.27,0.57,10.1,8,17.4,1.69,0,1,1,0,0
0.23,5.4,25.0,149.0,0.9934,8.24,0.35,10.0,7,13.0,1.94,1,0,0,0,0
0.27,1.2,27.0,99.0,0.9927,8.19,0.33,9.8,8,14.8,1.61,0,0,1,0,0
0.34,15.4,38.0,174.0,0.9983,8.03,0.42,9.0,8,14.6,1.62,0,0,1,0,0
0.5,2.7,4.0,17.0,1.0006,8.13,0.7,10.2,5,22.8,1.15,0,1,1,0,1
0.24,7.8,54.0,214.0,0.9961,8.13,0.47,8.9,7,13.6,1.14,0,0,1,0,0
0.4,14.55,47.0,156.0,0.99945,8.34,0.78,9.1,8,14.2,1.88,0,0,1,1,0
0.47,8.4,36.0,156.0,0.9960399999999999,8.15,0.55,9.4,8,13.8,1.87,0,0,1,0,0
0.47,1.3,21.0,123.0,0.9959,7.9,0.64,9.5,7,19.0,1.5,0,0,1,0,0
0.28,7.8,26.0,89.0,0.9915,8.24,0.34,12.5,8,13.6,1.51,0,0,1,0,0
0.27,5.0,17.0,129.0,0.9939600000000001,8.03,0.36,9.3,7,12.0,1.5,0,1,1,0,0
0.52,1.8,17.0,44.0,0.99734,8.28,0.77,11.5,6,21.8,1.17,1,0,0,0,1
0.46,1.0,6.0,80.0,0.98865,8.15,0.54,12.9,8,13.0,1.15,1,0,0,0,0
0.16,5.9,14.0,125.0,0.9942799999999999,8.09,0.49,9.8,7,14.4,1.36,0,1,1,0,0
0.25,1.7,48.0,189.0,0.992,8.25,0.42,11.4,8,14.0,1.9,0,0,1,0,0
0.49,1.8,17.0,128.0,0.9946,8.31,0.58,10.6,6,14.2,1.71,0,1,1,1,0
0.24,2.1,1.0,28.0,0.9990000000000001,8.41,0.87,10.3,6,18.2,1.62,0,0,1,0,1
0.24,4.1,34.0,149.0,0.99306,8.36,0.52,11.0,7,12.4,1.62,1,0,0,0,0
0.37,7.0,27.0,107.0,0.99206,7.98,0.82,11.5,8,13.6,1.57,0,0,1,0,0
0.3,5.0,34.0,120.0,0.9924200000000001,7.94,0.47,11.2,7,17.6,1.02,0,0,1,1,0
0.42,2.6,29.0,110.0,0.9912,8.31,0.51,12.7,8,15.2,1.93,0,0,1,0,0
0.33,8.1,45.0,176.0,0.99472,8.11,0.52,10.1,8,13.4,1.25,0,0,1,0,0
0.39,12.1,61.0,248.0,0.9979399999999999,8.31,0.58,9.7,7,13.4,1.25,0,1,1,0,0
0.27,7.1,37.0,122.0,0.99165,8.15,0.6,12.6,9,14.0,1.19,1,0,0,0,0
0.06,2.0,8.0,29.0,0.99855,8.67,0.73,9.6,5,14.2,1.19,0,1,1,1,1
0.28,11.45,29.0,109.0,0.99418,7.98,0.3,10.9,8,13.0,1.26,1,0,0,0,0
0.22,10.7,26.0,81.0,0.9954,7.86,0.36,9.7,8,14.8,1.28,0,0,1,0,0
0.45,1.7,22.0,113.0,0.99224,8.22,0.48,10.0,7,11.0,1.85,0,0,1,0,0
0.42,14.6,45.0,163.0,1.0003,8.21,0.69,8.6,9,16.0,1.15,0,0,1,0,0
0.38,2.9,19.0,102.0,0.9912,8.17,0.35,11.0,9,12.8,1.43,1,0,0,0,0
0.4,1.6,35.0,110.0,0.9907,8.02,0.6,12.9,9,16.6,1.98,0,0,1,0,0
0.4,2.8,35.0,167.0,0.9956,7.97,0.39,9.2,7,19.6,1.62,0,1,1,0,0
0.24,6.3,34.0,231.0,0.9964,8.36,0.54,10.0,8,14.6,1.56,0,0,1,1,0
0.48,1.8,29.0,60.0,0.9968,8.39,0.53,9.4,6,17.8,1.87,0,0,1,0,1
0.71,1.5,9.0,55.0,0.9927,8.12,0.46,9.8,8,12.0,1.02,0,0,1,1,0
0.12,2.0,32.0,44.0,0.9954700000000001,8.57,0.71,10.2,5,11.8,1.78,0,1,1,1,1
0.32,5.4,29.0,140.0,0.995,8.39,0.46,9.7,8,13.4,1.66,0,0,1,0,0
0.32,12.9,6.0,113.0,0.99572,8.3,0.56,11.5,4,12.0,1.89,1,0,0,0,1
0.49,5.0,32.0,107.0,0.9936,8.24,0.54,10.8,8,14.6,1.37,0,0,1,0,0
0.52,6.2,37.0,104.0,0.99161,8.28,0.51,11.8,9,12.0,1.15,0,0,1,0,0
0.29,4.6,27.0,155.0,0.9931,8.07,0.26,10.6,8,14.6,1.52,0,0,1,0,0
0.31,1.6,39.0,173.0,0.9918,8.19,0.51,11.4,8,14.6,1.92,0,0,1,0,0
0.24,1.7,10.0,112.0,0.9928600000000001,8.11,0.43,9.9,7,14.6,1.07,0,0,1,0,0
0.26,14.95,47.0,178.0,0.9983799999999999,8.04,0.49,9.2,6,15.0,1.91,0,0,1,0,0
0.49,7.1,22.0,124.0,0.9944,8.14,0.41,10.8,8,16.2,1.7,0,0,1,0,0
0.33,1.7,35.0,113.0,0.99164,8.23,0.66,10.6,8,12.8,1.22,0,0,1,0,0
0.43,3.2,14.0,101.0,0.9928,8.15,0.36,11.5,7,16.6,1.67,0,0,1,0,0
0.57,1.4,14.0,96.0,0.9932,8.16,0.43,10.0,8,12.6,1.57,0,0,1,0,0
0.27,4.2,20.0,80.0,0.9908899999999999,8.12,0.39,11.5,8,13.8,1.69,0,0,1,0,0
0.16,2.1,8.0,25.0,0.9960600000000001,8.37,0.55,9.7,5,14.0,1.43,0,1,1,1,1
0.57,2.3,6.0,20.0,0.9967600000000001,8.14,0.72,11.1,7,21.2,1.69,1,0,0,0,1
0.23,12.4,33.0,201.0,0.9961200000000001,8.11,0.56,9.9,8,12.4,1.84,0,0,1,0,0
0.44,11.6,48.0,195.0,0.9968,8.18,0.52,9.5,7,12.6,1.6,0,0,1,0,0
0.37,4.9,26.0,127.0,0.9928,8.17,0.44,10.8,8,14.0,1.11,0,0,1,0,0
0.24,3.2,31.0,95.0,0.9894200000000001,7.9,0.66,12.6,9,12.8,1.96,0,0,1,0,0
0.45,2.6,34.0,68.0,0.99708,8.23,0.72,10.9,6,21.2,1.6,1,1,0,0,1
0.49,9.3,26.0,132.0,0.9940000000000001,7.99,0.32,11.0,9,14.8,1.71,0,0,1,1,0
0.49,7.3,61.0,206.0,0.9957,8.09,0.4,9.0,8,13.8,1.16,1,0,0,0,0
0.0,2.2,13.0,26.0,0.9978,8.37,0.46,9.6,4,16.4,1.04,0,1,0,1,1
0.0,2.1,12.0,56.0,0.9968,8.49,0.67,9.2,5,13.2,1.15,0,1,1,1,1
0.4,1.7,18.0,82.0,0.9891,8.24,0.95,13.13333333,8,12.0,1.48,0,0,1,0,0
0.49,1.2,18.0,150.0,0.9917,8.23,0.47,11.2,8,14.8,1.68,0,0,1,1,0
0.44,3.5,5.0,109.0,0.9913,8.53,0.43,11.7,5,11.6,1.41,0,0,1,0,0
0.38,16.05,16.0,165.0,0.9997,8.38,0.6,9.2,7,13.2,1.55,1,0,0,0,0
0.21,1.1,31.0,111.0,0.9889,7.97,0.42,12.2,8,12.4,1.97,1,0,0,0,0
0.25,5.0,52.0,99.0,0.9925,7.87,0.49,11.4,7,17.6,1.79,0,0,1,0,0
0.4,1.1,30.0,93.0,0.9932200000000001,8.03,0.38,9.2,8,14.0,1.32,0,0,1,0,0
0.36,8.6,63.0,206.0,0.9955299999999999,8.18,0.5,9.6,7,13.4,1.4,0,0,1,0,0
0.24,1.8,18.0,47.0,0.9956,8.37,0.62,10.4,5,14.8,1.44,0,1,1,0,1
0.31,2.0,38.0,142.0,0.98892,8.4,0.41,12.9,9,11.8,1.38,1,0,0,0,0
